id,text,label,source,platform_type,language,date_collected
UG_FAKE_179,"ALTERED: This photo of Bobi Wine announcing a new ‘People Power’ uniform is manipulated. The original photo shows Bobi Wine dressed in a red attire with NUP party branding and not a military uniform.",FAKE,PesaCheck,Fact-Check,English,2025-10-05
UG_FAKE_180,"FALSE: Uganda’s Education Minister did not announce that there won’t be ‘A’ Level in 2026. Minister Janet Museveni was commenting about curriculum review, not halting ‘A’ Level in the original video.",FAKE,PesaCheck,Fact-Check,English,2025-10-15
UG_FAKE_181,"FALSE: Uganda’s President Museveni and his wife Janet are not dead. The couple has made public appearances days after the death claims were made.",FAKE,PesaCheck,Fact-Check,English,2025-11-01
UG_FAKE_182,"ALTERED: This video of Ugandan journalist Raymond Mujuni promoting a government financial platform… Mujuni and Daily Monitor disowned the purported interview, terming it a hoax.",FAKE,PesaCheck,Fact-Check,English,2025-11-10
UG_FAKE_183,"HOAX: This Uganda Electoral Commission job application portal is fake. The electoral body disowned the purported portal.",FAKE,PesaCheck,Fact-Check,English,2025-11-15
UG_FAKE_184,"MISSING CONTEXT: This photo of Ugandan PM Nabbanja is outdated. The photo dates back to July 2014, when Nabbanja was reportedly assaulted over her stance on roadblocks in her constituency.",FAKE,PesaCheck,Fact-Check,English,2025-11-20
UG_FAKE_185,"FALSE: Ugandan opposition politician Kizza Besigye remains in prison as of 31 July 2025. The original video of Besigye dancing is from a hearing where the Nakawa Chief Magistrate’s Court rejected an application to access the politician’s medical records.",FAKE,PesaCheck,Fact-Check,English,2025-07-31
UG_FAKE_186,"FALSE: Simon Byabakama, the chairman of Uganda’s Electoral Commission, has not resigned. State House and the Commission confirmed Byabakama is still the chairman.",FAKE,PesaCheck,Fact-Check,English,2025-12-20
UG_FAKE_187,"FALSE: Sheikh Shaban Mubajje is still the Mufti of Uganda. The Uganda Muslim Supreme Council has confirmed that the claims about Mubajje being overthrown and the position being vacant are false.",FAKE,PesaCheck,Fact-Check,English,2025-12-18
UG_FAKE_188,"FALSE: Ugandan opposition leader Kizza Besigye was not re-arrested in Kenya in 2025. Besigye has been in Luzira prison since 2024, and the video is AI-generated.",FAKE,PesaCheck,Fact-Check,English,2025-10-19
UG_FAKE_189,"FAKE: This X account spreading misinformation and posting as the Democratic Alliance of Uganda is an impostor. The Democratic Front party spokesperson stated that the Democratic Alliance pressure group’s X account has since been suspended.",FAKE,PesaCheck,Fact-Check,English,2025-12-15
UG_FAKE_190,"ALTERED: This photo of Uganda’s Prime Minister Nabbanja with facial injuries is manipulated. ALTERED: This photo of Uganda’s Prime Minister Nabbanja with facial injuries is manipulated. The photo has been edited and contains AI-generated or deepfake elements.",FAKE,PesaCheck,Fact-Check,English,2025-07-20
UG_FAKE_191,"ALTERED: This Sunday Monitor cover featuring a story on Uganda’s opposition is doctored. The publication has disowned it.",FAKE,PesaCheck,Fact-Check,English,2025-10-19
UG_FAKE_192,"HOAX: This NIRA account promising express National IDs is not authentic. NIRA has dismissed the account as fake and urged the public to ignore it, along with several other imposter accounts.",FAKE,PesaCheck,Fact-Check,English,2025-11-20
UG_FAKE_193,"ALTERED: Video showing Busoga king kneeling before President Museveni to receive vehicle donation is edited. The video was altered using AI.",FAKE,PesaCheck,Fact-Check,English,2025-12-05
UG_FAKE_194,"FALSE: Ugandan legislator Twaha Kagabo did not garner two votes in NRM primary elections. Kagabo got 2501 votes, coming second in a race of four.",FAKE,PesaCheck,Fact-Check,English,2025-11-12
UG_FAKE_195,"FALSE: This video of Uganda’s President Museveni isn’t directed at his Kenyan counterpart Ruto. The video is from 2020 and unrelated to President Ruto’s sentiments.",FAKE,PesaCheck,Fact-Check,English,2025-12-01
UG_FAKE_196,"FALSE: President Donald Trump did not order a total shutdown of US borders. The US mission in Uganda said travel to the US continues.",FAKE,PesaCheck,Fact-Check,English,2025-12-10
UG_FAKE_197,"FAKE: This NRM letter nullifying the nomination of Bosmic Otim is fabricated. NRM’s Electoral Commission disowned the letter.",FAKE,PesaCheck,Fact-Check,English,2025-07-26
UG_FAKE_198,"FALSE: Uganda has not banned TikTok. The Ugandan government and social media users have dismissed the claim as false.",FAKE,PesaCheck,Fact-Check,English,2025-08-15
UG_FAKE_199,"FALSE: This alert does not prohibit Americans from travelling to Uganda. The post making the claim misinterprets advisories issued by the US Embassy in Uganda in June 2025.",FAKE,PesaCheck,Fact-Check,English,2025-09-15   
UG_FAKE_200,"MISSING CONTEXT: This video does not show Eddie Mutwe, Bobi Wine’s bodyguard, after being released from prison in 2025. The claim video is of Eddie Mutwe after being released from prison in 2021.",FAKE,PesaCheck,Fact-Check,English,2025-10-10
UG_TRUE_077,"Court upholds Mulirire's disqualification from Budiope East MP race",TRUE,Daily Monitor,News Website,English,2026-1-09
UG_TRUE_078,"Uganda's government to implement new measures to support small and medium enterprises (SMEs).",TRUE,New Vision,News Website,English,2025-02-23
UG_TRUE_079,"We shall discuss minimum wage at an appropriate time - Museveni",TRUE,Daily Monitor,News Website,English,2026-01-09
UG_TRUE_080,"Bukomansimbi road crash leaves two dead, three injured",TRUE,Daily Monitor,News Website,English,2026-01-09
UG_TRUE_081,"You can block Kyagulanyi campaigns but you won’t stop us from voting- NUP supporters",TRUE,New Vision,News Website,English,2026-01-09
UG_TRUE_082,"Encroachment on Nasenyi Wetlands Sparks Fears as Climate Impacts Intensify in Eastern Uganda",TRUE,Nile Post,News Website,English,2026-01-09
UG_TRUE_083,"Uganda's government to enhance digital infrastructure to support e-governance initiatives.",TRUE,Daily Monitor,News Website,English,2025-02-23
UG_TRUE_084,"Uganda's agricultural sector to implement new irrigation systems to improve crop yields.",TRUE,New Vision,News Website,English,2025-02-24
UG_TRUE_085,"Uganda's government to launch new programs to promote renewable energy adoption.",TRUE,Daily Monitor,News Website,English,2025-02-24
UG_TRUE_086,"Uganda's healthcare sector to implement new telemedicine services to improve access to care.",TRUE,New Vision,News Website,English,2025-02-25
UG_TRUE_087,"Uganda's government to invest in new public transportation systems to reduce traffic congestion.",TRUE,Daily Monitor,News Website,English,2025-02-25
UG_TRUE_088,"Uganda's education system to implement new digital learning platforms for students.",TRUE,New Vision,News Website,English,2025-02-26
UG_TRUE_089,"Uganda's government to enhance border security measures to combat smuggling and illegal trade.",TRUE,Daily Monitor,News Website,English,2025-02-26
UG_TRUE_090,"Uganda's tourism sector to launch new marketing campaigns to attract international visitors.",TRUE,New Vision,News Website,English,2025-02-27
UG_TRUE_091,"Uganda's government to implement new policies to support smallholder farmers.",TRUE,Daily Monitor,News Website,English,2025-02-27
UG_TRUE_092,"Uganda's government to enhance disaster preparedness and response capabilities.",TRUE,New Vision,News Website,English,2025-02-28
UG_TRUE_093,"Uganda's government to invest in new water supply systems to improve access to clean water.",TRUE,Daily Monitor,News Website,English,2025-02-28
UG_TRUE_094,"Uganda's government to launch new initiatives to promote youth entrepreneurship.",TRUE,New Vision,News Website,English,2025-03-01
UG_TRUE_095,"Uganda's government to enhance public health infrastructure to support disease prevention efforts.",TRUE,Daily Monitor,News Website,English,2025-03-01
UG_TRUE_096,"Uganda's government to implement new policies to promote gender equality and women's empowerment.",TRUE,New Vision,News Website,English,2025-03-01
UG_TRUE_097,"Government Launches Free Gas Initiative in Kisoro to Reduce Deforestation",TRUE,Nile Post,News Website,English,2026-01-09
UG_TRUE_098,"Uganda's government to invest in new technology infrastructure to support innovation and research.",TRUE,Daily Monitor,News Website,English,2025-03-02
UG_TRUE_099,"Uganda's government to enhance public safety measures to combat crime and violence.",TRUE,New Vision,News Website,English,2025-03-02
UG_TRUE_100,"Uganda's government to launch new programs to promote cultural heritage and tourism.",TRUE,Daily Monitor,News Website,English,2025-03-03
UG_TRUE_101,"FUFA Suspends Three Buhimba United Players Over Match-Fixing.",TRUE,Nile,News Website,English,2026-01-09
UG_TRUE_102,"Uganda's government to implement new policies to support renewable energy development.",TRUE,New Vision,News Website,English,2025-03-03
UG_TRUE_103,"Uganda's government to enhance public transportation systems to improve mobility and reduce traffic congestion.",TRUE,Daily Monitor,News Website,English,2025-03-04
UG_TRUE_104,"Uganda's government to launch new initiatives to promote environmental conservation and sustainability.",TRUE,New Vision,News Website,English,2025-03-04
UG_TRUE_105,"Uganda's government to invest in new healthcare infrastructure to improve access to medical services.",TRUE,Daily Monitor,News Website,English,2025-03-05
UG_TRUE_106,"New Climate-Smart Agriculture Project to Help Farmers Cope With Drought in Uganda",TRUE,Nile Post,News Website,English,2026-01-09
UG_TRUE_107,"NEMA Steps Up Crackdown on Environmental Offences as Climate Risks Deepen",TRUE,Nile Post,News Website,English,2026-01-09
UG_TRUE_108,"COP30 highlights growing need of countries for resilience to storms, flood and fires",TRUE,Nile Post,News Website,English,2026-01-09
UG_TRUE_109,"Nordic Ministers Push Global Food Reset; African Leaders Call for Equity and Support",TRUE,Nile Post,News Website,English,2026-01-09
UG_TRUE_110,"Nabbanja Urges Ugandans to Take Personal Responsibility in Protecting Environment",TRUE,Nile Post,News Website,English,2026-01-09
UG_TRUE_111,"Unpredictable Weather Devastates Farmers in Greater Masaka Region",TRUE,Nile Post,News Website,English,2026-01-09
UG_TRUE_112,"EU Lauds Uganda’s Climate Efforts, Backs Circular Economy Drive at Green Diplomacy Week",TRUE,Nile Post,News Website,English,2026-01-09
UG_TRUE_113,"Uganda, Sweden Reaffirm Strong Partnership in Development, Education, and Climate Action",TRUE,Nile Post,News Website,English,2026-01-09
UG_TRUE_114,"National Agroecology Festival 2025 Launched with Farmers Urging Sustainable Food Systems",TRUE,Nile Post,News Website,English,2026-01-09
UG_TRUE_115,"Iteso Cultural Union, Italian Agency Partner to Fight Climate Change Through Agroforestry",TRUE,Nile Post,News Website,English,2025-12-09
UG_TRUE_116,"Schools Join 'She Leads' Climate Greening Drive to Foster Environmental Stewardship",TRUE,Nile Post,News Website,English,2025-11-25
UG_TRUE_117,"Third Climate Change Awareness Marathon Launched at Parliament",TRUE,Nile Post,News Website,English,2025-11-20
UG_TRUE_118,"South Korea Sows Seeds of Climate Adaptation in Uganda",TRUE,Nile Post,News Website,English,2025-11-15
UG_TRUE_119,"Uganda’s Climate Change Bill 2025 Passed to Strengthen National Response to Climate Crisis",TRUE,Nile Post,News Website,English,2025-11-10
UG_TRUE_120,"Uganda, Denmark Strengthen Climate Action Partnership at COP30",TRUE,Nile Post,News Website,English,2025-11-05
UG_TRUE_121,"Uganda’s Renewable Energy Sector Attracts $500 Million Investment to Boost Green Power",TRUE,Nile Post,News Website,English,2025-10-30
UG_TRUE_122,"Uganda Launches National Climate Resilience Strategy to Safeguard Vulnerable Communities",TRUE,Nile Post,News Website,English,2025-10-25
UG_TRUE_123,"Uganda’s Climate-Smart Agriculture Initiatives Gain Momentum Amidst Rising Climate Risks",TRUE,Nile Post,News Website,English,2025-10-20
UG_TRUE_124,"Uganda Partners with World Bank to Enhance Climate Resilience in Agriculture Sector",TRUE,Nile Post,News Website,English,2025-10-15
UG_TRUE_125,"Uganda’s Forest Conservation Efforts Yield Positive Results in Biodiversity Protection",TRUE,Nile Post,News Website,English,2025-10-10
UG_TRUE_126,"Uganda’s Climate Change Adaptation Programs Receive Boost from International Donors",TRUE,Nile Post,News Website,English,2025-10-05
UG_TRUE_127,"Uganda’s Renewable Energy Projects Drive Economic Growth and Job Creation",TRUE,Nile Post,News Website,English,2025-10-01
UG_TRUE_128,"Uganda’s Climate Change Mitigation Strategies Gain Recognition at Global Forums",TRUE,Nile Post,News Website,English,2025-09-25
UG_TRUE_129,"Uganda’s Climate Resilience Initiatives Empower Local Communities to Adapt to Climate Change",TRUE,Nile Post,News Website,English,2025-09-20
UG_TRUE_130,"Uganda’s Climate Change Policies Aligned with Sustainable Development Goals",TRUE,Nile Post,News Website,English,2025-09-15
UG_TRUE_131,"South Ankole Bishop Warns of Climate Crisis Threatening Agriculture and Livelihoods",TRUE,Nile Post,News Website,English,2025-09-10
UG_TRUE_132,"Uganda’s Climate Change Research Advances Understanding of Climate Impacts",TRUE,Nile Post,News Website,English,2025-09-05
UG_TRUE_133,"Uganda’s Climate Change Education Programs Foster Environmental Awareness",TRUE,Nile Post,News Website,English,2025-09-01
UG_TRUE_134,"Experts Call for Greener Cities as Climate Change Fuels Health Crisis in Africa",TRUE,Nile Post,News Website,English,2025-08-28
UG_TRUE_135,"UPDF Hands Over 40 Quick Impact Projects in Kigezi Ahead of 45th Tarehe Sita Anniversary",TRUE,Nile Post,News Website,English,2025-08-25
UG_TRUE_136,"Buikwe Residents Renew Call for Museveni to Honour 1993 School Pledge",TRUE,Nile Post,News Website,English,2025-08-20
UG_TRUE_137,"Victoria University VC Muganga Calls for Peaceful, Responsible Participation in Elections",TRUE,Nile Post,News Website,English,2025-08-15
UG_TRUE_138,"Delay of Kanara Seed School Nears End as Kitagwenda Authorities, Contractor Agree on Clear Way Forward",TRUE,Nile Post,News Website,English,2025-08-10
UG_TRUE_139,"Museveni Launches Shs 100bn Coffee Development Fund to Boost Farmers' Incomes",TRUE,Nile Post,News Website,English,2025-08-05
UG_TRUE_140,"Anti-Illicit Alcohol Coalition Takes Festive Awareness Campaign to Arua",TRUE,Nile Post,News Website,English,2025-08-01
UG_TRUE_141,"Education Is the Foundation of Unity and Progress, Mubaje Tells Muslims",TRUE,Nile Post,News Website,English,2025-07-28
UG_TRUE_142,"NETA to Award Scholarships and Bursaries to Needy Students",TRUE,Nile Post,News Website,English,2025-07-25
UG_TRUE_143,"Uganda, Saudi Arabia Hold High-Level Political Consultations in Kampala",TRUE,Nile Post,News Website,English,2025-07-20
UG_TRUE_144,"CoU to Establish Industrial Park to Produce Affordable Scholastic Materials",TRUE,Nile Post,News Website,English,2025-07-15
UG_TRUE_145,"Kaziimba Urges Teachers to Promote Peace and Shun Divisive Politics",TRUE,Nile Post,News Website,English,2025-07-10
UG_TRUE_146,"Makerere Convenes First Student–Alumni Town Hall Meeting",TRUE,Nile Post,News Website,English,2025-07-05
UG_TRUE_147,"Uneb Human Resources Director Sabastian Ngobi Dies Suddenly",TRUE,Nile Post,News Website,English,2025-07-01
UG_TRUE_148,"Uganda, China Sign MoU to Boost Cooperation in Education Sector",TRUE,Nile Post,News Website,English,2025-06-28
UG_TRUE_149,"Muntu Promises to Tackle Corruption and Restore Trust in Politics",TRUE,Nile Post,News Website,English,2025-06-25
UG_TRUE_150,"Museveni Urges KIU Graduands to Embrace Healthy Lifestyles and Pursue Family Wealth",TRUE,Nile Post,News Website,English,2025-06-20
UG_TRUE_151,"Uganda Shilling is the Most Stable Currency in the World Followed by the UK Pound – Ggoobi",TRUE,Nile Post,News Website,English,2025-06-15
UG_TRUE_152,"First Lady Calls for Women’s Bank to Deepen Economic Empowerment",TRUE,Nile Post,News Website,English,2025-06-10
UG_TRUE_153,"Elections Loom, Yields Hold Steady: Experts Advise Investors to Stay the Course",TRUE,Nile Post,News Website,English,2025-06-05
UG_TRUE_154,"VP Alupo Calls for Industrial Growth, Job Creation as  Greater Luwero Investment Forum is Launched",TRUE,Nile Post,News Website,English,2025-06-01
UG_TRUE_155,"Stanbic PMI: Private Sector Ends 2025 With High Hopes for Further Expansion in 2026",TRUE,Nile Post,News Website,English,2025-05-28
UG_TRUE_156,"EACOP Eyes July Technical, October Political Commissioning as Tanga Export Terminal Nears Readiness",TRUE,Nile Post,News Website,English,2025-05-25
UG_TRUE_157,"Radiowalla Exclusive: Bank of Baroda MD Shashi Dhar on Banking, Leadership and Uganda’s Growth Potential",TRUE,Nile Post,News Website,English,2025-05-20
UG_TRUE_158,"Global Oil Prices Jittery After US Action in Venezuela",TRUE,Nile Post,News Website,English,2025-05-15
UG_TRUE_159,"Economists Predict Coffee Boom as 2026 Set to Defy Election-Year Slowdown",TRUE,Nile Post,News Website,English,2025-05-10
UG_TRUE_160,"Stanbic Bank Uganda’s Ken Agutamba Named Among Africa’s Top 100 Corporate Communication Leaders",TRUE,Nile Post,News Website,English,2025-05-05
UG_TRUE_161,"Uganda’s Forex Reserves Hit New High of $4.2 Billion",TRUE,Nile Post,News Website,English,2025-05-01
UG_TRUE_162,"Uganda’s Economic Growth Projected to Reach 6.5% in 2025 Amidst Global Uncertainties",TRUE,Nile Post,News Website,English,2025-04-28
UG_TRUE_163,"140 Beneficiaries Graduate from UBL's Learning for Life Program",TRUE,Nile Post,News Website,English,2025-04-25
UG_TRUE_164,"EuroGold Expands Globally with Opening of Main Offices in Dubai",TRUE,Nile Post,News Website,English,2025-04-20
UG_TRUE_165,"High-Level Stakeholder Meeting at Tanzania Ministry of Energy Hosts Ugandan Delegation Ahead of EACOP Tour",TRUE,Nile Post,News Website,English,2025-04-15
UG_TRUE_166,"Uganda, Tanzania review EACOP progress ahead of joint project site tour",TRUE,Nile Post,News Website,English,2025-04-10
UG_TRUE_167,"Nile Breweries Gets New Managing Director",TRUE,Nile Post,News Website,English,2025-04-05
UG_TRUE_168,"Government Sets Ambitious Revenue Target, URA to Collect Shs40tn in 2026/27",TRUE,Nile Post,News Website,English,2025-04-01
UG_TRUE_169,"Uganda Loses $1.4bn Annually to Illegal Activities in Fish Sector",TRUE,Nile Post,News Website,English,2025-03-28
UG_TRUE_170,"Residential Property Prices Surge in Kampala ,Wakiso- UBOS",TRUE,Nile Post,News Website,English,2025-03-25
UG_TRUE_171,"Gladys Baligonzaki Appointed New Mulago Hospital Spokesperson",TRUE,Nile Post,News Website,English,2025-03-20
UG_TRUE_172,"Makerere Reinstates Staff Exposed in Bribery Scandal",TRUE,Nile Post,News Website,English,2025-03-15
UG_TRUE_173,"EXCLUSIVE: Police Probe Officers Over Viral TikTok Video Praising Bobi Wine",TRUE,Nile Post,News Website,English,2025-03-10
UG_TRUE_174,"Nicholas Opiyo Steps Down From Chapter Four Uganda",TRUE,Nile Post,News Website,English,2025-03-05
UG_TRUE_175,"Kisoro By-Election: Seven Defy Museveni Orders to Stand Down",TRUE,Nile Post,News Website,English,2025-03-01
UG_TRUE_176,"BREAKING: CID Summons Former KCCA Bosses Kisaka, Luyimbazi",TRUE,Nile Post,News Website,English,2025-02-28
UG_TRUE_177,"EXCLUSIVE: Judge Bukirwa in high-stakes meeting with Museveni to secure her position",TRUE,Nile Post,News Website,English,2025-02-25
UG_TRUE_178,"We are still strong regardless of financial dilema-FDC Katonga.",TRUE,Nile Post,News Website,English,2025-02-20
UG_TRUE_179,"Museveni appoints new KCCA board members",TRUE,Nile Post,News Website,English,2025-02-15
UG_TRUE_180,"Dubai also slaps Speaker Among, former ministers with sanctions",TRUE,Nile Post,News Website,English,2025-02-10
UG_TRUE_181,"Suspected Fraudster in Court for Impersonating UPDF General, Defrauding Investors",TRUE,Nile Post,News Website,English,2025-02-05
UG_TRUE_182,"Police Probe Armed Robbery That Leaves Mubende Community Shaken",TRUE,Nile Post,News Website,English,2025-02-01
UG_TRUE_183,"Police Arrest 20-Year-Old Over UPDF Impersonation, Inciting TikTok Videos",TRUE,Nile Post,News Website,English,2025-01-28
UG_TRUE_184,"Septic Tank Collapse Kills Plumber at Komamboga Construction Site",TRUE,Nile Post,News Website,English,2025-01-25
UG_TRUE_185,"Police Arrest Suspect After Spate of Aggravated Robberies in Nakawa Division",TRUE,Nile Post,News Website,English,2025-01-20
UG_TRUE_186,"Three Arrested in Mityana Over Illegal Possession of Electoral Materials",TRUE,Nile Post,News Website,English,2025-01-15
UG_TRUE_187,"UHRC Opens Two-Day Karamoja Tribunal Over Alleged Security Force Abuses",TRUE,Nile Post,News Website,English,2025-01-10
UG_TRUE_188,"Gunmen Kill 38-Year-Old Man in Nabilatuk Midnight Shooting",TRUE,Nile Post,News Website,English,2025-01-05
UG_TRUE_189,"Man Found Murdered in Nansana as Residents Allege Blood Was Drained",TRUE,Nile Post,News Website,English,2025-01-01
UG_TRUE_190,"Police Investigate Separate Arson Incidents in Kireka and Mukono.",TRUE,Nile Post,News Website,English,2024-12-28
UG_TRUE_191,"Gold Mine Pit Collapse Kills One, Injures Three in Kassanda",TRUE,Nile Post,News Website,English,2024-12-25
UG_TRUE_192,"Fear Grips Masaka City Residents as Woman Found Murdered in Rented Room",TRUE,Nile Post,News Website,English,2024-12-20
UG_TRUE_193,"Police Arrest Man Behind  “Protest Vote” Graffiti on Kampala–Kiboga–Hoima Highway",TRUE,Nile Post,News Website,English,2024-12-15
UG_TRUE_194,"Church Alleges Drunk UPDF Driver Caused Death of Anglican Priest in Abim",TRUE,Nile Post,News Website,English,2024-12-10
UG_TRUE_195,"NUP MP Charles Matovu, Campaign Team Brutally Attacked in Busiro South",TRUE,Nile Post,News Website,English,2024-12-05
UG_TRUE_196,"Police praise catechists after swift recovery of stolen four-month-old baby in Kiboga",TRUE,Nile Post,News Website,English,2024-12-01
UG_TRUE_197,"Police Dismiss Claims of Plot to Detain Bobi Wine Before Election Day",TRUE,Nile Post,News Website,English,2024-11-28
UG_TRUE_198,"Museveni Hails Tycoon Nzeyi’s Contribution to Uganda's Economic Transformation",TRUE,Nile Post,News Website,English,2024-11-25
UG_TRUE_199,"Bobi Wine Questions Healthcare System at Funeral of Fik Fameica’s Mother",TRUE,Nile Post,News Website,English,2024-11-20
UG_TRUE_200,"Uganda’s Opposition Unites to Demand Electoral Reforms Ahead of 2026 Elections",TRUE,Nile Post,News Website,English,2024-11-15